Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade
S2602,Sara,Johnson,student2602@univ.edu,Female,21,CS,58.46,92.84,46.32,72.46,82.63,62.98,97.32,70.323,B
S2603,Ahmed,Brown,student2603@univ.edu,Female,23,CS,57.4,47.55,76.6,87.79,79.21,56.3,41.64,66.298,C
S2604,Liam,Smith,student2604@univ.edu,Male,21,CS,99.58,53.14,72.6,84.88,79.25,48.58,57.12,71.164,B
S2605,John,Johnson,student2605@univ.edu,Female,21,Engineering,74.15,62.54,56.55,51.8,94.74,83.38,58.24,64.125,C
S2606,Ali,Brown,student2606@univ.edu,Female,20,Business,73.7,69.76,81.71,61.47,67.88,67.6,58.79,71.103,B
S2607,Omar,Williams,student2607@univ.edu,Male,24,Engineering,50.25,44.97,94.02,89.13,79.18,80.66,43.83,71.928,B
S2608,Liam,Johnson,student2608@univ.edu,Female,19,Mathematics,68.67,85.74,81.57,67.22,88.19,66.32,67.64,77.468,B
S2609,John,Johnson,student2609@univ.edu,Male,22,Mathematics,84.93,60.9,66.27,53.39,93.32,84.25,66.64,68.771,C
S2610,Maria,Davis,student2610@univ.edu,Male,22,Engineering,73.85,46.52,58.89,65.37,80.08,41.78,43.0,58.558,D
S2611,John,Smith,student2611@univ.edu,Male,19,Business,61.55,45.58,53.63,60.46,52.96,62.42,56.19,54.465,D
S2612,Omar,Jones,student2612@univ.edu,Male,23,Engineering,81.91,74.13,49.37,71.21,67.85,58.94,72.28,65.469,C
S2613,Emma,Smith,student2613@univ.edu,Female,24,CS,95.32,51.78,90.88,78.05,84.65,81.02,80.04,79.38,B
S2614,Emma,Brown,student2614@univ.edu,Female,20,Mathematics,93.52,55.39,52.92,70.53,93.74,97.31,43.29,65.454,C
S2615,Maria,Williams,student2615@univ.edu,Female,24,CS,85.67,92.01,96.46,79.79,86.22,60.68,62.95,85.827,A
S2616,Ali,Johnson,student2616@univ.edu,Female,18,CS,82.4,98.69,41.79,86.67,85.34,45.12,73.47,71.652,B
S2617,Liam,Davis,student2617@univ.edu,Female,19,CS,74.73,61.25,43.38,60.3,54.82,47.0,80.69,57.683,D
S2618,John,Brown,student2618@univ.edu,Male,24,Engineering,63.07,90.93,58.13,77.92,72.9,71.18,58.77,70.346,B
S2619,Ali,Smith,student2619@univ.edu,Male,20,Mathematics,91.27,73.0,81.4,83.37,79.98,98.79,42.72,77.862,B
S2620,John,Smith,student2620@univ.edu,Female,18,Business,55.53,98.08,82.81,53.76,65.25,41.54,40.97,70.775,B
S2621,Omar,Jones,student2621@univ.edu,Female,22,Engineering,98.14,59.05,69.98,83.25,66.84,86.66,40.67,70.19,B
S2622,Ahmed,Smith,student2622@univ.edu,Male,23,CS,68.43,47.35,67.25,62.11,86.55,94.49,93.63,68.547,C
S2623,John,Williams,student2623@univ.edu,Male,25,CS,95.8,76.72,45.24,60.73,66.49,93.03,83.97,67.303,C
S2624,Ahmed,Johnson,student2624@univ.edu,Female,21,Engineering,89.58,53.88,44.66,91.76,92.23,46.46,42.84,62.726,C
S2625,John,Jones,student2625@univ.edu,Male,18,CS,77.73,47.24,86.33,90.44,60.15,67.97,91.51,75.25,B
S2626,Liam,Jones,student2626@univ.edu,Female,21,CS,79.87,60.53,69.0,92.03,95.58,41.45,77.61,73.989,B
S2627,Ahmed,Jones,student2627@univ.edu,Male,18,Business,55.36,90.53,70.66,63.22,52.03,41.27,88.14,70.404,B
S2628,John,Jones,student2628@univ.edu,Female,19,Mathematics,95.63,72.19,51.29,78.51,75.06,67.06,96.73,71.697,B
S2629,Omar,Johnson,student2629@univ.edu,Male,23,Business,66.71,82.26,62.88,77.38,63.77,56.63,59.45,68.748,C
S2630,Ahmed,Brown,student2630@univ.edu,Male,20,Engineering,51.4,76.38,98.69,80.01,75.52,96.13,87.01,83.084,B
S2631,Maria,Smith,student2631@univ.edu,Male,19,Business,69.05,61.93,77.33,95.82,93.35,63.88,85.64,77.956,B
S2632,Emma,Brown,student2632@univ.edu,Female,18,Engineering,72.93,48.33,81.32,67.04,58.46,56.06,99.09,69.969,C
S2633,Emma,Davis,student2633@univ.edu,Male,21,Engineering,76.33,77.62,67.57,95.78,70.13,71.59,91.74,77.561,B
S2634,Ahmed,Smith,student2634@univ.edu,Female,25,Mathematics,66.36,53.85,97.26,58.09,82.79,41.89,96.48,75.319,B
S2635,Emma,Johnson,student2635@univ.edu,Female,20,Business,96.35,95.23,61.06,74.01,84.31,57.13,85.66,77.954,B
S2636,Ali,Davis,student2636@univ.edu,Male,22,Mathematics,65.82,92.9,53.25,93.95,73.96,46.08,93.37,74.267,B
S2637,Liam,Williams,student2637@univ.edu,Male,20,Business,65.8,49.87,87.36,53.12,54.65,60.02,62.29,65.425,C
S2638,Liam,Davis,student2638@univ.edu,Male,20,Mathematics,53.03,51.65,64.37,99.01,73.6,64.22,69.15,67.282,C
S2639,Maria,Davis,student2639@univ.edu,Female,18,CS,94.43,83.31,50.52,52.99,91.75,92.65,95.93,72.61,B
S2640,Liam,Johnson,student2640@univ.edu,Male,20,Engineering,65.92,74.75,88.25,85.2,72.81,79.47,67.51,78.803,B
S2641,John,Davis,student2641@univ.edu,Female,20,Mathematics,76.22,45.8,43.28,66.11,87.25,60.27,96.68,61.089,C
S2642,Liam,Jones,student2642@univ.edu,Male,19,Business,51.48,93.96,98.62,59.41,78.49,43.15,65.53,78.997,B
S2643,Ali,Davis,student2643@univ.edu,Male,24,CS,64.23,53.77,61.99,90.71,90.97,42.98,42.34,64.861,C
S2644,Emma,Johnson,student2644@univ.edu,Female,23,CS,72.48,41.32,63.0,73.88,84.4,66.79,82.61,65.534,C
S2645,Liam,Davis,student2645@univ.edu,Male,19,Mathematics,91.54,85.13,76.8,70.49,91.2,97.87,80.8,81.887,B
S2646,Maria,Williams,student2646@univ.edu,Male,22,Mathematics,89.8,88.61,82.64,60.63,60.8,88.21,44.67,75.546,B
S2647,Omar,Williams,student2647@univ.edu,Female,25,Engineering,88.45,64.29,40.09,62.17,82.95,73.07,62.37,61.241,C
S2648,Ahmed,Davis,student2648@univ.edu,Female,19,Business,87.59,80.0,86.7,90.69,87.98,94.1,81.98,86.073,A
S2649,Ali,Jones,student2649@univ.edu,Female,20,Mathematics,62.64,45.3,48.35,51.71,74.84,72.02,99.9,58.661,D
S2650,Liam,Smith,student2650@univ.edu,Female,20,Engineering,98.03,90.5,90.93,71.48,81.52,40.6,83.65,84.451,B
S2651,Omar,Johnson,student2651@univ.edu,Female,23,Business,80.87,80.42,81.82,62.76,72.37,63.75,95.89,78.144,B
S2652,Ali,Jones,student2652@univ.edu,Female,18,Engineering,52.84,68.84,54.25,76.53,63.13,99.59,51.29,63.228,C
S2653,John,Davis,student2653@univ.edu,Female,23,Business,71.91,96.8,60.37,60.01,62.89,56.72,42.45,67.033,C
S2654,Omar,Williams,student2654@univ.edu,Male,22,Mathematics,95.14,84.2,75.07,63.17,78.86,57.65,52.58,74.377,B
S2655,Emma,Davis,student2655@univ.edu,Female,25,Mathematics,58.45,47.18,46.22,96.09,71.64,88.91,94.51,64.621,C
S2656,Liam,Jones,student2656@univ.edu,Female,23,Engineering,88.34,83.59,63.65,59.53,82.66,71.15,91.97,74.597,B
S2657,Sara,Brown,student2657@univ.edu,Male,23,Business,55.83,84.85,77.82,70.48,78.77,54.99,53.26,72.423,B
S2658,Emma,Williams,student2658@univ.edu,Male,24,Mathematics,70.76,79.34,83.12,62.66,67.18,67.26,58.97,73.257,B
S2659,Sara,Williams,student2659@univ.edu,Male,18,Mathematics,87.23,89.1,97.67,88.86,70.74,84.89,74.6,87.951,A
S2660,Ahmed,Johnson,student2660@univ.edu,Female,25,CS,99.39,81.34,96.05,67.24,92.8,45.8,97.47,86.425,A
S2661,Ali,Brown,student2661@univ.edu,Female,18,Engineering,58.16,93.4,61.96,68.09,81.82,83.79,54.96,71.165,B
S2662,Emma,Williams,student2662@univ.edu,Male,22,Mathematics,88.65,78.42,81.96,74.45,65.9,86.95,47.12,75.954,B
S2663,Liam,Williams,student2663@univ.edu,Female,24,CS,76.13,51.74,77.65,73.72,53.32,47.67,72.37,67.266,C
S2664,Ahmed,Brown,student2664@univ.edu,Female,21,Engineering,55.94,76.99,52.61,80.9,71.84,90.32,48.63,65.473,C
S2665,Sara,Brown,student2665@univ.edu,Female,18,Business,67.95,63.04,72.07,62.62,76.7,62.0,76.82,68.869,C
S2666,John,Johnson,student2666@univ.edu,Male,23,CS,96.41,40.62,50.23,93.21,78.42,46.71,78.97,64.89,C
S2667,Ahmed,Williams,student2667@univ.edu,Male,20,Business,88.82,93.65,63.51,51.7,53.28,63.05,44.92,67.393,C
S2668,Liam,Jones,student2668@univ.edu,Male,18,Business,79.03,58.81,69.69,64.84,69.66,49.95,48.71,64.633,C
S2669,Liam,Williams,student2669@univ.edu,Male,22,Mathematics,65.48,77.49,51.76,80.68,57.64,80.54,83.2,67.787,C
S2670,Ali,Williams,student2670@univ.edu,Female,18,CS,59.8,72.54,50.77,50.7,69.03,75.19,71.07,61.093,C
S2671,Omar,Brown,student2671@univ.edu,Male,20,Business,83.25,52.68,85.18,93.58,98.34,68.04,51.64,76.852,B
S2672,Ahmed,Davis,student2672@univ.edu,Male,20,Engineering,82.75,65.4,50.91,98.13,88.73,64.12,91.35,72.562,B
S2673,Emma,Williams,student2673@univ.edu,Male,21,Engineering,81.59,86.66,98.02,75.85,98.93,44.02,88.05,87.173,A
S2674,Liam,Davis,student2674@univ.edu,Female,21,Engineering,65.76,84.65,40.32,78.58,91.66,96.67,99.84,71.373,B
S2675,Sara,Davis,student2675@univ.edu,Female,21,CS,73.97,50.75,42.12,84.43,86.54,62.76,83.36,62.975,C
S2676,Sara,Brown,student2676@univ.edu,Male,24,Business,93.18,90.43,67.27,89.88,51.27,89.73,42.99,74.98,B
S2677,Ali,Johnson,student2677@univ.edu,Male,22,Mathematics,94.55,92.19,81.94,79.9,57.28,66.81,93.89,82.917,B
S2678,Maria,Johnson,student2678@univ.edu,Female,18,CS,66.33,62.5,90.27,56.44,98.27,46.18,87.6,75.576,B
S2679,Emma,Brown,student2679@univ.edu,Female,20,CS,94.73,60.52,73.53,76.99,52.22,91.88,72.21,72.222,B
S2680,Ali,Williams,student2680@univ.edu,Male,24,CS,93.47,77.21,81.69,70.4,91.91,68.61,84.91,80.968,B
S2681,John,Johnson,student2681@univ.edu,Male,20,Business,72.34,56.87,45.4,68.93,72.2,53.1,66.64,59.107,D
S2682,John,Brown,student2682@univ.edu,Female,20,Engineering,69.8,98.73,93.68,68.63,90.77,44.01,95.9,85.992,A
S2683,Omar,Jones,student2683@univ.edu,Male,22,Business,93.62,79.87,86.95,96.24,77.38,80.13,48.26,82.428,B
S2684,John,Brown,student2684@univ.edu,Female,22,Business,56.46,55.46,98.0,71.17,87.08,43.59,43.64,72.065,B
S2685,Emma,Williams,student2685@univ.edu,Male,22,Business,52.68,95.7,62.75,59.81,71.68,41.04,75.03,68.928,C
S2686,Sara,Williams,student2686@univ.edu,Male,19,Business,50.11,83.29,61.78,52.74,65.96,92.83,45.78,63.93,C
S2687,John,Williams,student2687@univ.edu,Female,18,Business,84.55,73.65,54.63,75.95,84.94,45.41,66.48,68.379,C
S2688,Emma,Williams,student2688@univ.edu,Female,18,Mathematics,57.96,85.44,87.81,84.79,89.9,55.5,78.94,81.605,B
S2689,Maria,Jones,student2689@univ.edu,Female,20,Mathematics,65.64,91.52,64.49,71.69,59.05,99.03,66.99,72.524,B
S2690,Maria,Smith,student2690@univ.edu,Male,21,Business,92.56,89.26,89.45,53.51,75.21,41.29,75.52,79.107,B
S2691,Ali,Jones,student2691@univ.edu,Female,21,CS,51.23,41.29,84.98,91.77,89.47,81.27,97.91,75.442,B
S2692,Ahmed,Brown,student2692@univ.edu,Female,22,CS,60.89,81.78,70.89,67.54,82.19,77.68,48.73,70.819,B
S2693,Sara,Johnson,student2693@univ.edu,Female,25,Mathematics,81.55,89.76,72.98,76.42,89.14,91.0,45.8,77.508,B
S2694,Ahmed,Williams,student2694@univ.edu,Female,20,Engineering,71.05,88.89,42.67,85.37,87.85,88.16,62.87,69.97,C
S2695,John,Jones,student2695@univ.edu,Female,23,Business,71.21,95.77,95.97,75.11,78.23,58.36,71.68,84.242,B
S2696,Ahmed,Johnson,student2696@univ.edu,Male,20,Mathematics,80.82,68.68,57.84,76.7,78.98,55.08,53.98,66.725,C
S2697,Ali,Johnson,student2697@univ.edu,Male,19,Business,50.77,42.92,97.6,97.69,64.4,52.74,54.38,72.11,B
S2698,Omar,Davis,student2698@univ.edu,Female,21,Business,68.13,87.97,52.29,65.86,61.55,86.89,56.53,66.126,C
S2699,Maria,Jones,student2699@univ.edu,Female,23,Mathematics,96.03,90.25,57.72,88.66,61.2,49.12,77.63,74.607,B
S2700,Emma,Davis,student2700@univ.edu,Male,18,CS,76.2,61.02,86.67,58.66,71.54,99.85,71.73,73.944,B
S2701,Emma,Williams,student2701@univ.edu,Female,25,Engineering,83.88,81.61,47.16,61.63,56.49,63.5,57.49,62.675,C
S2702,Liam,Smith,student2702@univ.edu,Male,24,Mathematics,62.06,75.12,85.63,90.37,52.68,50.46,74.44,75.71,B
S2703,Ali,Brown,student2703@univ.edu,Male,22,Engineering,54.66,72.47,87.56,50.01,77.16,49.4,94.8,73.395,B
S2704,Liam,Williams,student2704@univ.edu,Female,21,CS,95.2,40.06,86.32,82.64,90.35,92.39,47.1,74.188,B
S2705,Ali,Davis,student2705@univ.edu,Female,18,Mathematics,79.97,43.7,86.86,66.72,93.21,56.65,98.6,74.816,B
S2706,Sara,Jones,student2706@univ.edu,Female,18,CS,98.95,59.96,75.34,89.68,57.4,87.49,88.42,76.898,B
S2707,Omar,Johnson,student2707@univ.edu,Male,25,Engineering,64.52,44.61,44.02,93.52,90.19,67.22,85.49,63.537,C
S2708,John,Johnson,student2708@univ.edu,Male,18,Engineering,91.53,64.47,78.07,72.96,88.2,82.99,56.75,75.056,B
S2709,John,Smith,student2709@univ.edu,Female,20,Mathematics,61.57,88.17,67.81,97.34,69.67,52.59,64.0,74.732,B
S2710,Emma,Jones,student2710@univ.edu,Male,22,Business,58.1,61.33,41.39,62.85,69.1,82.45,79.98,58.951,D
S2711,John,Davis,student2711@univ.edu,Female,24,Mathematics,89.15,67.73,65.12,69.13,59.78,82.57,85.09,70.982,B
S2712,Emma,Williams,student2712@univ.edu,Female,23,Business,77.74,80.66,53.74,86.02,67.99,56.68,94.52,72.016,B
S2713,Omar,Brown,student2713@univ.edu,Female,21,CS,64.23,78.98,91.69,58.24,96.68,63.71,81.16,79.432,B
S2714,Ahmed,Jones,student2714@univ.edu,Female,25,CS,65.63,78.94,57.8,92.34,74.46,79.76,63.13,71.289,B
S2715,Ali,Brown,student2715@univ.edu,Male,18,Business,83.6,49.31,57.95,62.36,78.01,99.56,47.29,62.469,C
S2716,Maria,Jones,student2716@univ.edu,Male,18,Engineering,54.51,47.99,94.77,65.39,95.14,52.39,56.13,71.035,B
S2717,John,Brown,student2717@univ.edu,Female,24,Mathematics,93.78,77.6,72.18,94.74,78.84,51.1,62.34,77.436,B
S2718,Liam,Johnson,student2718@univ.edu,Male,22,Business,72.76,71.49,56.21,72.71,89.54,46.31,95.61,70.174,B
S2719,Maria,Johnson,student2719@univ.edu,Male,23,Mathematics,79.3,52.56,44.39,72.6,88.88,49.41,79.75,61.983,C
S2720,Ahmed,Jones,student2720@univ.edu,Female,22,Mathematics,74.87,62.02,88.08,63.91,97.79,73.79,47.96,74.166,B
S2721,Maria,Williams,student2721@univ.edu,Female,18,Business,93.98,68.05,56.12,85.69,92.21,86.43,48.07,71.047,B
S2722,Liam,Brown,student2722@univ.edu,Male,21,Engineering,60.07,85.7,89.43,57.48,65.69,78.44,44.55,73.544,B
S2723,Ahmed,Williams,student2723@univ.edu,Female,22,Mathematics,73.25,55.81,77.58,68.41,73.52,87.31,98.59,73.599,B
S2724,Liam,Brown,student2724@univ.edu,Male,22,Business,57.05,70.5,60.18,54.27,79.9,77.32,92.56,67.112,C
S2725,Liam,Jones,student2725@univ.edu,Female,21,Business,63.0,98.97,44.51,94.13,59.52,63.89,49.96,67.709,C
S2726,Maria,Jones,student2726@univ.edu,Female,25,Mathematics,64.17,69.33,95.68,51.25,86.63,40.67,40.05,71.376,B
S2727,Liam,Davis,student2727@univ.edu,Male,24,CS,75.32,79.31,49.24,57.52,62.27,47.9,92.34,64.65,C
S2728,Ali,Jones,student2728@univ.edu,Female,18,Business,64.68,88.99,69.54,96.8,90.01,58.95,90.31,80.628,B
S2729,Emma,Williams,student2729@univ.edu,Female,24,Mathematics,85.83,64.2,95.1,56.96,62.32,72.06,97.84,78.116,B
S2730,Maria,Smith,student2730@univ.edu,Female,24,Engineering,95.67,48.31,41.42,85.26,66.03,58.79,94.2,63.407,C
S2731,Ahmed,Smith,student2731@univ.edu,Female,21,CS,76.37,96.7,80.17,50.59,71.02,49.95,48.25,73.041,B
S2732,Maria,Jones,student2732@univ.edu,Male,20,Mathematics,82.68,78.63,67.24,91.15,65.25,70.8,73.33,75.237,B
S2733,Omar,Davis,student2733@univ.edu,Male,24,Business,83.58,54.32,59.74,56.9,97.37,41.14,88.38,66.311,C
S2734,Emma,Johnson,student2734@univ.edu,Male,23,Mathematics,80.84,98.74,94.9,81.24,64.16,75.9,96.66,88.365,A
S2735,John,Johnson,student2735@univ.edu,Male,21,Engineering,77.7,74.09,71.03,58.01,72.25,77.21,75.36,71.22,B
S2736,Maria,Williams,student2736@univ.edu,Female,22,Mathematics,59.17,93.1,83.74,84.62,60.24,95.67,76.69,80.829,B
S2737,Ali,Williams,student2737@univ.edu,Female,23,Business,97.28,80.42,76.6,61.3,68.19,90.55,66.69,76.002,B
S2738,Maria,Davis,student2738@univ.edu,Female,23,Mathematics,96.14,79.82,96.02,61.16,70.96,95.22,66.17,82.032,B
S2739,Liam,Johnson,student2739@univ.edu,Female,25,CS,85.56,70.3,60.72,69.13,90.39,91.5,88.47,73.662,B
S2740,Sara,Johnson,student2740@univ.edu,Male,25,Mathematics,80.83,87.09,66.16,92.2,73.02,79.41,93.54,79.805,B
S2741,Emma,Jones,student2741@univ.edu,Female,19,CS,58.1,81.51,57.52,55.24,54.64,89.52,67.77,64.371,C
S2742,Emma,Johnson,student2742@univ.edu,Female,24,Engineering,77.03,74.92,42.37,83.37,64.52,41.7,46.82,61.122,C
S2743,Liam,Brown,student2743@univ.edu,Female,24,Mathematics,54.48,42.48,79.58,53.79,50.26,92.71,89.04,64.452,C
S2744,Ali,Williams,student2744@univ.edu,Male,22,Engineering,65.47,50.57,93.08,85.47,72.78,97.81,48.89,74.463,B
S2745,Ahmed,Davis,student2745@univ.edu,Female,21,Business,53.62,53.82,83.19,94.68,95.95,78.44,65.45,75.347,B
S2746,Maria,Williams,student2746@univ.edu,Male,20,Business,54.01,85.12,74.3,96.35,85.22,86.6,73.92,79.412,B
S2747,Maria,Brown,student2747@univ.edu,Female,24,Engineering,94.74,78.77,95.7,62.9,60.22,87.16,40.58,77.811,B
S2748,Ali,Jones,student2748@univ.edu,Male,18,Engineering,70.35,79.28,46.64,90.56,66.67,77.3,60.29,67.028,C
S2749,Liam,Brown,student2749@univ.edu,Female,24,Engineering,76.41,54.17,99.37,99.41,89.58,85.3,40.22,80.443,B
S2750,Liam,Johnson,student2750@univ.edu,Female,25,Business,58.0,69.85,52.69,72.54,91.77,93.26,68.86,67.184,C
S2751,John,Williams,student2751@univ.edu,Female,19,Engineering,68.64,74.71,44.28,81.27,90.01,61.15,86.02,67.941,C
S2752,Sara,Johnson,student2752@univ.edu,Female,24,CS,51.49,43.54,75.46,90.28,65.93,80.53,41.49,64.805,C
S2753,Emma,Brown,student2753@univ.edu,Female,24,Engineering,89.76,74.1,41.42,95.87,70.11,70.1,70.37,68.156,C
S2754,Maria,Brown,student2754@univ.edu,Male,19,Business,87.07,98.76,82.22,61.73,83.65,84.07,55.82,80.535,B
S2755,Omar,Davis,student2755@univ.edu,Male,25,Business,84.35,65.86,56.26,76.43,83.77,44.83,87.76,69.344,C
S2756,Emma,Johnson,student2756@univ.edu,Female,22,Mathematics,56.86,63.67,54.86,56.39,68.95,55.15,65.57,59.546,D
S2757,Maria,Brown,student2757@univ.edu,Female,25,CS,75.88,40.2,79.02,58.07,84.17,54.49,84.2,67.606,C
S2758,John,Davis,student2758@univ.edu,Female,23,CS,82.26,94.46,96.94,63.23,50.99,78.99,81.84,82.917,B
S2759,Maria,Davis,student2759@univ.edu,Female,23,CS,77.14,60.87,46.54,52.86,75.96,56.44,57.7,57.967,D
S2760,Sara,Johnson,student2760@univ.edu,Male,20,CS,64.16,76.73,82.24,73.57,51.6,43.54,91.62,73.969,B
S2761,Liam,Williams,student2761@univ.edu,Male,21,Business,81.38,60.8,49.81,79.85,55.93,97.55,84.49,66.138,C
S2762,Omar,Smith,student2762@univ.edu,Female,24,Mathematics,54.95,43.29,54.49,60.0,66.36,63.51,57.51,55.062,D
S2763,Sara,Smith,student2763@univ.edu,Female,24,Mathematics,84.46,64.62,81.71,83.74,58.42,55.34,66.47,73.7,B
S2764,Maria,Brown,student2764@univ.edu,Male,22,Mathematics,68.82,89.03,42.52,74.84,78.31,89.21,61.08,67.07,C
S2765,Omar,Johnson,student2765@univ.edu,Male,18,Mathematics,75.54,87.26,83.68,93.57,91.91,73.26,75.74,84.573,B
S2766,Sara,Brown,student2766@univ.edu,Male,20,CS,75.6,54.67,80.49,78.25,89.04,62.44,96.12,76.017,B
S2767,Liam,Williams,student2767@univ.edu,Female,23,Mathematics,57.85,96.34,45.13,68.85,57.95,48.07,93.91,66.509,C
S2768,Ahmed,Smith,student2768@univ.edu,Female,24,Engineering,81.88,49.19,98.66,74.44,74.31,56.42,54.89,74.531,B
S2769,Liam,Brown,student2769@univ.edu,Male,24,Mathematics,90.09,70.02,74.11,59.05,79.99,56.07,67.55,71.661,B
S2770,Sara,Brown,student2770@univ.edu,Female,22,Business,99.59,77.43,68.65,68.68,64.41,95.29,86.69,76.217,B
S2771,Maria,Smith,student2771@univ.edu,Male,25,Business,80.76,95.31,50.39,52.71,68.74,53.95,94.07,69.14,C
S2772,Emma,Williams,student2772@univ.edu,Female,21,Business,92.0,67.93,71.49,80.18,64.19,43.54,76.23,72.479,B
S2773,Ahmed,Brown,student2773@univ.edu,Female,18,Engineering,59.59,53.76,61.67,63.08,99.06,90.4,45.82,63.682,C
S2774,Ahmed,Davis,student2774@univ.edu,Female,19,Engineering,91.08,70.59,41.2,57.48,83.11,81.87,44.67,61.08,C
S2775,John,Brown,student2775@univ.edu,Female,20,Mathematics,97.87,80.44,73.21,64.17,59.72,79.79,94.6,76.885,B
S2776,Ahmed,Jones,student2776@univ.edu,Male,22,Business,91.3,49.71,45.41,59.26,88.51,81.27,48.99,59.398,D
S2777,John,Johnson,student2777@univ.edu,Female,20,Mathematics,57.34,90.22,57.69,76.38,61.39,70.93,64.1,68.638,C
S2778,Omar,Jones,student2778@univ.edu,Male,19,Business,58.43,87.7,75.5,53.39,79.84,75.59,58.03,71.608,B
S2779,Maria,Jones,student2779@univ.edu,Female,23,Mathematics,58.6,96.51,49.37,98.07,60.86,88.02,80.83,73.253,B
S2780,Sara,Williams,student2780@univ.edu,Female,20,Engineering,78.73,66.27,54.17,63.99,66.16,77.11,45.98,62.046,C
S2781,John,Brown,student2781@univ.edu,Male,24,CS,97.97,67.88,92.26,80.14,79.14,72.86,59.91,80.62,B
S2782,Emma,Johnson,student2782@univ.edu,Female,24,Engineering,62.78,51.31,75.54,88.27,51.18,46.71,74.77,67.373,C
S2783,Maria,Brown,student2783@univ.edu,Female,18,Engineering,87.27,97.64,96.03,92.56,81.18,60.99,52.4,87.355,A
S2784,John,Brown,student2784@univ.edu,Female,18,Mathematics,84.7,62.53,99.57,85.91,72.58,96.01,54.78,81.27,B
S2785,Omar,Jones,student2785@univ.edu,Female,21,CS,52.37,54.37,83.07,65.95,91.64,47.86,47.06,67.188,C
S2786,Emma,Jones,student2786@univ.edu,Male,20,Engineering,60.99,42.81,86.7,79.79,83.79,47.88,52.72,68.684,C
S2787,Ahmed,Smith,student2787@univ.edu,Female,19,CS,65.37,44.96,72.43,85.79,54.41,97.81,55.67,66.025,C
S2788,Omar,Williams,student2788@univ.edu,Female,22,Engineering,69.37,92.38,76.13,60.12,70.58,54.89,63.24,73.397,B
S2789,Ali,Smith,student2789@univ.edu,Female,23,Mathematics,72.17,65.9,73.12,62.15,83.15,61.81,69.26,69.987,C
S2790,Emma,Johnson,student2790@univ.edu,Female,19,CS,89.18,75.47,93.08,70.28,73.92,62.68,89.94,81.998,B
S2791,Liam,Brown,student2791@univ.edu,Female,20,Engineering,68.2,63.78,83.71,69.21,74.16,54.97,72.07,72.442,B
S2792,Ali,Smith,student2792@univ.edu,Female,19,CS,97.78,83.67,48.94,76.86,73.68,76.95,60.55,69.994,C
S2793,Omar,Davis,student2793@univ.edu,Female,25,Business,94.8,88.28,90.79,59.43,99.39,54.22,73.85,83.323,B
S2794,Ali,Smith,student2794@univ.edu,Female,24,Business,73.6,59.79,44.43,66.85,54.11,65.32,53.28,56.679,D
S2795,John,Davis,student2795@univ.edu,Male,22,Mathematics,54.01,49.16,51.71,84.11,50.06,57.22,75.01,58.731,D
S2796,Emma,Smith,student2796@univ.edu,Male,21,CS,60.51,64.47,86.09,64.55,56.48,44.5,63.72,68.7,C
S2797,Ali,Davis,student2797@univ.edu,Female,20,Mathematics,70.54,57.09,42.78,72.61,82.66,47.94,46.93,57.553,D
S2798,Maria,Jones,student2798@univ.edu,Male,24,Business,54.82,75.53,64.94,60.09,78.56,89.67,95.27,70.95,B
S2799,Sara,Johnson,student2799@univ.edu,Female,22,CS,72.22,74.67,96.78,71.9,98.88,49.67,72.64,81.611,B
S2800,Maria,Davis,student2800@univ.edu,Male,24,Mathematics,80.07,89.58,81.58,99.71,97.62,51.29,75.49,85.229,A
S2801,Ali,Jones,student2801@univ.edu,Female,23,CS,70.24,99.2,73.66,89.93,64.2,81.17,64.67,79.397,B
S2802,Sara,Davis,student2802@univ.edu,Female,19,Business,72.91,48.78,82.29,70.32,60.26,44.58,95.42,70.079,B
S2803,Omar,Jones,student2803@univ.edu,Female,18,Business,60.14,56.38,69.0,94.46,93.59,65.79,97.93,74.601,B
S2804,Omar,Smith,student2804@univ.edu,Female,22,Engineering,83.96,83.89,68.96,97.03,53.01,78.87,83.4,78.001,B
S2805,Ahmed,Brown,student2805@univ.edu,Female,21,CS,84.57,79.16,78.67,86.77,90.21,75.58,41.22,77.828,B
S2806,Ahmed,Jones,student2806@univ.edu,Female,25,CS,78.69,46.24,75.07,61.22,55.32,81.06,95.99,68.005,C
S2807,Omar,Brown,student2807@univ.edu,Male,18,Mathematics,66.74,83.08,65.8,72.43,86.75,77.1,64.68,72.893,B
S2808,John,Johnson,student2808@univ.edu,Female,20,Engineering,85.15,70.25,96.32,57.8,65.37,71.37,94.75,79.712,B
S2809,Omar,Smith,student2809@univ.edu,Female,19,Mathematics,83.05,49.84,40.22,63.15,63.76,54.46,72.4,56.151,D
